Source,Target
889183000000000000,97497084
1496810190,10228272
1496810190,1451170000000000000
111217620,2207129125
111217620,1265760000000000000
16411288,1435440000000000000
16411288,2737517093
16411288,1230630000000000000
16411288,240720928
1496640000000000000,863624000000000000
1496640000000000000,1463020000000000000
1392250000000000000,1216960000000000000
1392250000000000000,1279830000000000000
1392250000000000000,904701000000000000
1519720000000000000,902839000000000000
1500460000000000000,44196397
236061774,3015161303
1526750000000000000,59180252
1526750000000000000,1473270000000000000
1488420000000000000,1280750000000000000
1488420000000000000,604729495
1488420000000000000,1269030000000000000
1488420000000000000,199585943
1488420000000000000,2482449230
1395030000000000000,739720000000000000
946775000000000000,27874390
1683404929,782946000000000000
222188747,1449100000000000000
4776176822,1295530000000000000
4776176822,1496210000000000000
1157350000000000000,1445650784
1012350000000000000,1087760000000000000
1447040000000000000,1439608646
1418480000000000000,275766214
1153590000000000000,3041305312
137461184,15545692
137461184,20374262
137461184,244647486
137461184,1283150000000000000
137461184,19062153
137461184,20736511
137461184,1419730000000000000
1452280000000000000,2427244933
1514340000000000000,755732000000000000
1514340000000000000,17351167
1514340000000000000,714051110
1033080000000000000,243758564
1062700000000000000,1032220000000000000
1062700000000000000,1078460000000000000
1062700000000000000,1467850000000000000
19929919,995435522
1293500000000000000,819691000000000000
1293500000000000000,903209000000000000
1293500000000000000,1437700000000000000
377892221,881895504
1518240000000000000,1383430000000000000
1518240000000000000,1509550000000000000
1518240000000000000,1401080000000000000
1518240000000000000,1419580000000000000
1395900000000000000,1446610000000000000
1395900000000000000,3908383092
1395900000000000000,357317524
801712000000000000,271407673
801712000000000000,298609236
801712000000000000,562755404
1386780000000000000,878881658
1386780000000000000,962874000000000000
279684475,1164260000000000000
279684475,1428960000000000000
279684475,1136420000000000000
279684475,1420010000000000000
109521537,5936422
109521537,270815203
1298170000000000000,1169020000000000000
1295600000000000000,1022030000000000000
1295600000000000000,902927000000000000
1295600000000000000,44196397
1295600000000000000,1491940000000000000
1521670000000000000,919315000000000000
1513090000000000000,804843150
1513090000000000000,1423270000000000000
1513090000000000000,1516160000000000000
1513090000000000000,1348230000000000000
830991000000000000,1086560000000000000
830991000000000000,1473260000000000000
830991000000000000,1419580000000000000
1364500000000000000,71511386
1496610000000000000,863624000000000000
1496610000000000000,1463020000000000000
1295190000000000000,1438610000000000000
137461184,970995000000000000
1474520000000000000,357312062
1474520000000000000,877808000000000000
1474520000000000000,574032254
1474520000000000000,44196397
4026728714,361289499
4026728714,12
334015591,1279580000000000000
1473420000000000000,1391130000000000000
1473420000000000000,2752038706
1473420000000000000,895882000000000000
1473420000000000000,44196397
3245050509,1033390000000000000
2296395962,975433000000000000
1390880000000000000,1591590216
1295600000000000000,3908383092
1431590000000000000,1354460000000000000
1431590000000000000,288679296
1431590000000000000,143670593
1431590000000000000,22158854
3068690196,35169128
3068690196,2229390769
1181250000000000000,20736511
1352680000000000000,479331483
1352680000000000000,970995000000000000
1352680000000000000,843624000000000000
73803494,970995000000000000
73803494,1497640000000000000
1480230000000000000,1298340000000000000
1480230000000000000,51385279
1480230000000000000,502016193
1480230000000000000,19767495
2498974783,325677964
1060829748,820252000000000000
1482240000000000000,181527564
1482240000000000000,3138923027
1508110000000000000,1430587578
1508110000000000000,3751241727
1508110000000000000,1430587578
1508110000000000000,1420280000000000000
1508110000000000000,1352250000000000000
1508110000000000000,952952000000000000
1508110000000000000,1199060000000000000
1508110000000000000,67287798
1508110000000000000,7587032
1491820000000000000,19721574
1384600000000000000,1478121462
1384600000000000000,305751928
1384600000000000000,1435220000000000000
1384600000000000000,1425000000000000000
1384600000000000000,1255470000000000000
1384600000000000000,1285670000000000000
1384600000000000000,275896474
1384600000000000000,1368360000000000000
1384600000000000000,1107740000000000000
1384600000000000000,27843263
1384600000000000000,15110581
1384600000000000000,1292200000000000000
1384600000000000000,1301220000000000000
1384600000000000000,2251105062
1384600000000000000,999368000000000000
1384600000000000000,1465810000000000000
1384600000000000000,1369970000000000000
1384600000000000000,959915000000000000
1384600000000000000,1178300000000000000
1345510000000000000,2837666919
1081850000000000000,1297370000000000000
18872889,907411000000000000
1516750000000000000,10228272
330005450,863624000000000000
330005450,1463020000000000000
750698000000000000,3156511997
149163575,579478385
1380640000000000000,12
1385730000000000000,234638601
1105990000000000000,468930263
1435920000000000000,1061640000000000000
1458650000000000000,1101260000000000000
1458650000000000000,1488250000000000000
1458650000000000000,1458650000000000000
1481260000000000000,782946000000000000
2433349636,2691475292
2433349636,3119041168
1480300000000000000,1448930000000000000
2170549700,164605023
2170549700,1387100000000000000
1349740000000000000,1158360000000000000
1507870000000000000,1453600000000000000
1241540000000000000,970995000000000000
1241540000000000000,843624000000000000
1456610000000000000,1465970000000000000
1427930000000000000,1487550000000000000
386237277,361289499
386237277,12
799376000000000000,244647486
799376000000000000,44196397
799376000000000000,339061487
799376000000000000,543483223
799376000000000000,14883246
1465500000000000000,1191380000000000000
1465500000000000000,3079986094
1510817840,863624000000000000
1510817840,1463020000000000000
23698077,1081550000000000000
1505480000000000000,1505480000000000000
15727482,2561073732
15727482,4185362056
15727482,1512870000000000000
1015240000000000000,361289499
1015240000000000000,12
1420970000000000000,1276860000000000000
1420970000000000000,1407730000000000000
1420970000000000000,183044548
1420970000000000000,1016200000000000000
1427560000000000000,931405000000000000
1427560000000000000,260767065
1427560000000000000,1292010000000000000
1427560000000000000,1480840000000000000
735391000000000000,1443190000000000000
1496580000000000000,863624000000000000
1496580000000000000,1463020000000000000
1527610000000000000,361289499
970329000000000000,361289499
970329000000000000,1387500000000000000
970329000000000000,3313864528
970329000000000000,3348620776
970329000000000000,2373682811
970329000000000000,183197794
970329000000000000,1350850000000000000
49401720,1473640000000000000
49401720,160560074
1442350000000000000,1413970000000000000
1442350000000000000,1477620000000000000
1344430000000000000,1099760000000000000
1422220000000000000,2266273256
29936308,543483223
1525270000000000000,863624000000000000
1525270000000000000,1463020000000000000
1492450000000000000,1525300000000000000
1492450000000000000,1491450000000000000
1496810190,12
1496810190,1449100000000000000
1496810190,1081550000000000000
1496810190,295218901
581918055,1417770000000000000
581918055,1452890000000000000
581918055,978733000000000000
581918055,347831597
581918055,16168217
23755650,1042700000000000000
23755650,14088720
23755650,2895810070
23755650,56562803
23755650,1214620000000000000
458526991,1487670000000000000
458526991,439482006
458526991,574690409
458526991,14338147
1356880000000000000,782946000000000000
846767000000000000,19375314
1405890000000000000,1162030000000000000
1405890000000000000,4856801135
1405890000000000000,1384510000000000000
1405890000000000000,3019602609
1448750000000000000,61558281
1493700000000000000,10228272
1347480000000000000,870720000000000000
1078060000000000000,373457750
1343650000000000000,59773459
1253460000000000000,1271370000000000000
1253460000000000000,1464260000000000000
1450240000000000000,1462860000000000000
1450240000000000000,718243000000000000
1498710000000000000,893819000000000000
1373450000000000000,1458020000000000000
1363960000000000000,1137701
1363960000000000000,339061487
1426540000000000000,246911146
1433360000000000000,262975718
1433360000000000000,993312979
1433360000000000000,527840534
1433360000000000000,1249680000000000000
177769421,20507570
177769421,213236426
177769421,1383720000000000000
177769421,1286280000000000000
177769421,1256090000000000000
177769421,1255700000000000000
1100050000000000000,970699000000000000
1001770000000000000,1427740000000000000
341551277,280457293
1494700000000000000,1469990000000000000
1494700000000000000,1281290000000000000
1494700000000000000,1276610000000000000
1338580000000000000,3041305312
1105840000000000000,936496000000000000
1105840000000000000,1369780000000000000
1105840000000000000,44196397
1105840000000000000,782946000000000000
949053000000000000,1435440000000000000
949053000000000000,240720928
949053000000000000,14527699
1259950000000000000,234638601
1259950000000000000,234638601
1259950000000000000,361289499
1259950000000000000,12
134452621,863624000000000000
134452621,1463020000000000000
1178630000000000000,1403240000000000000
1178630000000000000,1331420000000000000
1205460000000000000,20736511
1480550000000000000,1491290000000000000
355506217,378219766
355506217,513341499
355506217,202119411
355506217,970209000000000000
355506217,48704761
355506217,99966616
804677000000000000,1081550000000000000
804677000000000000,295218901
1481250000000000000,146008010
1444050000000000000,863624000000000000
1444050000000000000,1463020000000000000
1457500000000000000,44196397
152738421,863624000000000000
152738421,1463020000000000000
1090930000000000000,1307810000000000000
1090930000000000000,1375850000000000000
1090930000000000000,1385270000000000000
1090930000000000000,1372740000000000000
1090930000000000000,1372760000000000000
2371729963,915954000000000000
2371729963,375707743
2371729963,47966112
1399360000000000000,1383120000000000000
1399360000000000000,1383280000000000000
1399360000000000000,1481620000000000000
1399360000000000000,1419580000000000000
1481990000000000000,1231260000000000000
1481990000000000000,1503570000000000000
1481990000000000000,1299530000000000000
1481990000000000000,48572583
1481990000000000000,19400611
1015020000000000000,863624000000000000
1015020000000000000,1463020000000000000
1496770000000000000,863624000000000000
1496770000000000000,1463020000000000000
2576968021,185526956
2576968021,1272640000000000000
2576968021,53975799
1483314428,1419580000000000000
1521640000000000000,244647486
1521640000000000000,427089628
1519300000000000000,1519300000000000000
1432050000000000000,863624000000000000
1432050000000000000,1463020000000000000
306840791,26637348
18782519,361535048
26423172,1207350000000000000
26423172,404422077
26423172,16555317
72561935,1045500000000000000
72561935,18665244
1407900000000000000,1496980000000000000
1407900000000000000,937649000000000000
1407900000000000000,1419580000000000000
15545692,20374262
1498410000000000000,1254540000000000000
1314560000000000000,1353380000000000000
1404180000000000000,863624000000000000
1404180000000000000,1463020000000000000
1254470000000000000,467463940
1355130000000000000,863624000000000000
1355130000000000000,1463020000000000000
989901764,1211920000000000000
989901764,1156960000000000000
989901764,1308130000000000000
989901764,357312062
840116000000000000,1437360000000000000
378533775,1187350000000000000
378533775,1604614214
378533775,3893732416
378533775,1445760000000000000
378533775,1338920000000000000
38121797,169504900
1239740000000000000,780651000000000000
1463820000000000000,609143325
1463820000000000000,110682507
1463820000000000000,1274469684
2927288404,357312062
2927288404,2188193868
2927288404,995720000000000000
1341030000000000000,1470460000000000000
1341030000000000000,1132750000000000000
1341030000000000000,862700000000000000
1341030000000000000,1027290000000000000
1515650000000000000,1245740000000000000
1453050000000000000,20736511
1433910000000000000,939222000000000000
1433910000000000000,1408100000000000000
1433910000000000000,2270921329
1332400000000000000,863624000000000000
1332400000000000000,1463020000000000000
236061774,877808000000000000
1485570000000000000,893819000000000000
1485570000000000000,1083700000000000000
1379070000000000000,1379510000000000000
1379070000000000000,24578794
1513400000000000000,10228272
1210720000000000000,863624000000000000
1210720000000000000,1463020000000000000
1438240000000000000,2596642442
1438240000000000000,130811116
1438240000000000000,18239243
1438240000000000000,2494186513
891257000000000000,1232060000000000000
1395750000000000000,946214000000000000
1329510000000000000,10228272
1329510000000000000,3367334171
1329510000000000000,357312062
1329510000000000000,2312333412
4421860974,10228272
1371380000000000000,1413870000000000000
1465400000000000000,863624000000000000
1465400000000000000,1463020000000000000
378533775,1380610000000000000
378533775,1521820000000000000
1525160000000000000,834565000000000000
1356460000000000000,166494543
1356460000000000000,1518960000000000000
1356460000000000000,1191420000000000000
1248110000000000000,970995000000000000
1307740000000000000,146008010
1516180000000000000,904701000000000000
1027800000000000000,17006157
1082290000000000000,1032370000000000000
378533775,1280590000000000000
366797775,47630824
1345050000000000000,1349930000000000000
1345050000000000000,1370980000000000000
1345050000000000000,807095
1345050000000000000,17033995
1345050000000000000,20793816
1345050000000000000,15506669
1345050000000000000,44196397
1379070000000000000,24578794
1462860000000000000,1163110000000000000
1462860000000000000,18481050
1454400000000000000,10228272
378533775,904860000000000000
378533775,1034470000000000000
1402050000000000000,863624000000000000
1402050000000000000,1463020000000000000
1495040000000000000,249469940
1491710000000000000,1214590000000000000
579957358,2584803577
815106517,863624000000000000
815106517,1463020000000000000
378219766,513341499
378219766,355506217
378219766,202119411
378219766,970209000000000000
378219766,48704761
378219766,99966616
1365460000000000000,1306360000000000000
1380200000000000000,10228272
378533775,1526250000000000000
1396850000000000000,24562978
2575932384,14883246
1163290000000000000,18469669
1163290000000000000,543483223
361535048,18782519
1523640000000000000,17250666
1382270000000000000,1032220000000000000
1382270000000000000,18831926
1388080000000000000,904701000000000000
1214400000000000000,1442880000000000000
1214400000000000000,12
1479390000000000000,943507000000000000
1527600000000000000,1440340000000000000
1527600000000000000,361289499
1527600000000000000,14883246
1527600000000000000,244647486
1527600000000000000,1438100000000000000
2543128357,472150080
2543128357,11627302
949053000000000000,727146000000000000
233535633,843587000000000000
996741,9204502
996741,25803102
996741,9204502
1526830000000000000,1341030000000000000
1392870000000000000,1458350000000000000
1392870000000000000,1437410000000000000
2469379830,29856819
1526460000000000000,10228272
1357970000000000000,949278000000000000
1335910000000000000,513341499
1335910000000000000,355506217
1335910000000000000,970209000000000000
1335910000000000000,1349630000000000000
1480740000000000000,1510250000000000000
1442880000000000000,12
1355700000000000000,1417270000000000000
1355700000000000000,970995000000000000
1507760000000000000,863624000000000000
1507760000000000000,1463020000000000000
2379618261,997367000000000000
1495580000000000000,1495630000000000000
767551000000000000,970995000000000000
908527000000000000,1136360000000000000
908527000000000000,18213426
1440380000000000000,1440380000000000000
1440380000000000000,44196397
1440380000000000000,1389340000000000000
1453410000000000000,286344912
67376620,1333982612
67376620,722843000000000000
461809921,1710003067
974395000000000000,30325257
66517453,3188039592
1451470000000000000,337587471
1420340000000000000,1437360000000000000
880051000000000000,808383000000000000
72530589,863624000000000000
72530589,1463020000000000000
1461390000000000000,244647486
1490330000000000000,20736511
1143010000000000000,55629529
1451160000000000000,1423140000000000000
1451160000000000000,1387120000000000000
1522430000000000000,1346610000000000000
1518940000000000000,20374262
273933198,1033390000000000000
1438460000000000000,1249170000000000000
1395030000000000000,1131890000000000000
1200950000000000000,1701930446
1200950000000000000,281766494
1460470000000000000,1519280000000000000
1460470000000000000,1390050000000000000
1460470000000000000,234638601
1465810000000000000,1478121462
1465810000000000000,305751928
1465810000000000000,1435220000000000000
1465810000000000000,1425000000000000000
1465810000000000000,1255470000000000000
1465810000000000000,1285670000000000000
1465810000000000000,275896474
1465810000000000000,1368360000000000000
1465810000000000000,1107740000000000000
1465810000000000000,1384600000000000000
1465810000000000000,27843263
1465810000000000000,15110581
1465810000000000000,1292200000000000000
1465810000000000000,1301220000000000000
1465810000000000000,2251105062
1465810000000000000,999368000000000000
1465810000000000000,1369970000000000000
1465810000000000000,959915000000000000
1465810000000000000,1178300000000000000
1289036186,1151180000000000000
1326030000000000000,370872518
1326030000000000000,361289499
1326030000000000000,12
1503770000000000000,361289499
1503770000000000000,12
1368980000000000000,958275000000000000
120482467,3069991854
120482467,44196397
984340000000000000,1255120000000000000
62007098,361289499
62007098,12
1485220000000000000,22940219
1485220000000000000,27260086
1391840000000000000,1472960000000000000
1391840000000000000,1552081016
1391840000000000000,2652503456
1496580000000000000,1471570000000000000
1496580000000000000,1475990000000000000
1496580000000000000,1646683470
1496580000000000000,910110000000000000
1421470000000000000,10228272
1510390000000000000,863624000000000000
1510390000000000000,1463020000000000000
2155528608,380574455
2292811730,806569000000000000
1495640000000000000,3793308794
74047953,863624000000000000
74047953,1463020000000000000
1503880000000000000,914739000000000000
1503880000000000000,1117020000000000000
1877257982,2291828892
951114000000000000,993531000000000000
1378770000000000000,1081550000000000000
1378770000000000000,295218901
2958763696,708579000000000000
2958763696,415859364
2958763696,1459910000000000000
2958763696,946214000000000000
2958763696,1111600000000000000
1273530000000000000,782946000000000000
1000820000000000000,1000820000000000000
42614747,3160775496
1365490000000000000,970995000000000000
1480560000000000000,1268210000000000000
1480560000000000000,1339560000000000000
974624000000000000,13298072
974624000000000000,44196397
1518540000000000000,533227219
1437730000000000000,249469940
1437730000000000000,47966112
1419620000000000000,471940569
1030540000000000000,1376161898
1395850000000000000,92245322
1395850000000000000,915465450
1105140000000000000,48572583
1105140000000000000,19400611
1074900000000000000,234638601
1296340000000000000,2729039440
1396980000000000000,19400611
293042429,361289499
747402000000000000,576496112
747402000000000000,1389870000000000000
1437430000000000000,601176054
1437430000000000000,776974614
1437430000000000000,276810355
1207350000000000000,404422077
1207350000000000000,16555317
1292120000000000000,1371060000000000000
1292120000000000000,1143910000000000000
1518950000000000000,1254540000000000000
53255574,848868000000000000
1157010000000000000,373457750
23755650,1513680000000000000
293042429,970995000000000000
1452330000000000000,3185716686
2686036171,1003280000000000000
2686036171,1304630000000000000
2686036171,1281720000000000000
2686036171,1403450000000000000
2686036171,1378780000000000000
2686036171,1934093047
2686036171,14769532
2686036171,1354230000000000000
487043504,130811116
24624151,1473280000000000000
24624151,1022030000000000000
398730500,863624000000000000
398730500,1463020000000000000
1314560000000000000,2773698509
971126000000000000,1278820000000000000
78933682,978733000000000000
1373740000000000000,1390050000000000000
1373740000000000000,234638601
1427740000000000000,1001770000000000000
32513311,515219857
32513311,1177440000000000000
32513311,738779772
4892348789,745825896
1459830000000000000,924747000000000000
1459830000000000000,5936422
1459830000000000000,270815203
1374260000000000000,1239840000000000000
1374260000000000000,33886547
1435310000000000000,10228272
1435310000000000000,1443220000000000000
1435310000000000000,1110880000000000000
1451180000000000000,899733000000000000
1435440000000000000,949053000000000000
1435440000000000000,240720928
1435440000000000000,14527699
1480130000000000000,1419580000000000000
1522200000000000000,1220211
3005014565,370872518
3005014565,361289499
3005014565,12
1254993661,843624000000000000
1537416440,2360241314
1537416440,361289499
1537416440,12
372747638,357312062
372747638,252569527
1413340000000000000,863624000000000000
1413340000000000000,1463020000000000000
1458080000000000000,2293414982
722872000000000000,1375940000000000000
438193136,18856867
1274290000000000000,970995000000000000
21570002,455937214
2379618261,234638601
1009960000000000000,907411000000000000
706141000000000000,943193000000000000
1270360000000000000,361289499
1270360000000000000,12
103858279,1205850000000000000
103858279,357317524
103858279,1022030000000000000
1518360000000000000,904701000000000000
23755650,1435270000000000000
1437730000000000000,20507570
1437730000000000000,213236426
1437730000000000000,1383720000000000000
1437730000000000000,1286280000000000000
1437730000000000000,1256090000000000000
1437730000000000000,1255700000000000000
761458000000000000,1242200000000000000
2414663936,2414663936
2414663936,1315280000000000000
303307643,1351909356
303307643,234638601
48351717,18782519
1009960000000000000,1151490000000000000
1483070000000000000,938523000000000000
794629000000000000,404422077
794629000000000000,16555317
1285880000000000000,36054262
1285880000000000000,1108150000000000000
1285880000000000000,1271120000000000000
1285880000000000000,1277980000000000000
1285880000000000000,874262167
1285880000000000000,1381180000000000000
1285880000000000000,577211939
1050080000000000000,30325257
875998000000000000,893819000000000000
1036660000000000000,931263000000000000
1267260000000000000,1331420000000000000
1267260000000000000,1345060000000000000
1267260000000000000,1512460000000000000
1267260000000000000,1464290000000000000
1477600000000000000,1464320000000000000
350045415,49654153
350045415,203123011
350045415,21212604
350045415,3079986094
350045415,242827267
1357400000000000000,79714172
1343800000000000000,1348840000000000000
1343800000000000000,1365060000000000000
2412653581,92245322
704459180,10228272
1284440000000000000,361289499
1284440000000000000,12
1500790000000000000,1520000000000000000
743564000000000000,877156000000000000
1473130000000000000,1242200000000000000
1518770000000000000,455937214
2982439095,984979000000000000
1101450000000000000,20449296
1289900000000000000,1503680000000000000
1346240000000000000,1518690000000000000
36579603,104791736
1337080000000000000,1416000000000000000
1420790000000000000,977879000000000000
1359120000000000000,791710000000000000
1374430000000000000,905111000000000000
1374430000000000000,1279390000000000000
1374430000000000000,4210409523
1374430000000000000,1339350000000000000
1374430000000000000,1518300000000000000
1374430000000000000,1345530000000000000
1374430000000000000,1248700000000000000
1374430000000000000,1397310000000000000
1374430000000000000,928390000000000000
1374430000000000000,634680682
1374430000000000000,966610000000000000
1374430000000000000,881895504
1374430000000000000,364784696
1374430000000000000,80820758
1374430000000000000,1490710000000000000
1520470000000000000,1379360000000000000
1534428422,859759000000000000
1423270000000000000,361289499
1423270000000000000,12
128589005,1101340000000000000
128589005,25806920
3671963600,1405130000000000000
1393950000000000000,1357520000000000000
1393950000000000000,1478121462
1393950000000000000,305751928
1393950000000000000,1435220000000000000
1393950000000000000,1425000000000000000
1393950000000000000,1255470000000000000
1393950000000000000,1285670000000000000
1393950000000000000,275896474
1393950000000000000,1368360000000000000
1393950000000000000,1107740000000000000
1393950000000000000,1384600000000000000
1393950000000000000,27843263
1393950000000000000,15110581
1393950000000000000,1292200000000000000
1393950000000000000,1301220000000000000
1393950000000000000,2251105062
1393950000000000000,999368000000000000
1393950000000000000,1465810000000000000
1393950000000000000,1369970000000000000
1393950000000000000,959915000000000000
1393950000000000000,1178300000000000000
950642000000000000,2217225223
404422077,16555317
1515340000000000000,970995000000000000
257636955,523773761
257636955,19825835
257636955,1168970000000000000
854734000000000000,970699000000000000
1527500000000000000,242827267
501571947,1361700000000000000
23755650,1242240000000000000
1493450000000000000,1515430000000000000
1509650000000000000,1082040000000000000
1509650000000000000,213236426
1509650000000000000,931643000000000000
1509650000000000000,886832413
1453790000000000000,863624000000000000
1453790000000000000,1463020000000000000
3629971523,1257760000000000000
3629971523,1444650000000000000
1519600000000000000,30325257
1128730000000000000,1432840000000000000
17271158,964181000000000000
17271158,56580695
17271158,1193470000000000000
17271158,2957502363
17271158,47966112
17271158,2561073732
17271158,1234750000000000000
1491820000000000000,1433910000000000000
204816912,988656000000000000
204816912,1442260000000000000
204816912,1359963570
204816912,1108490000000000000
1447290000000000000,863624000000000000
1447290000000000000,1463020000000000000
1320920000000000000,938523000000000000
1506160000000000000,107506412
30691880,2285235781
1128040000000000000,1349150000000000000
1128040000000000000,44196397
1128040000000000000,2361631088
1128040000000000000,15506669
1327317469,1295530000000000000
1327317469,1496210000000000000
939222000000000000,1408100000000000000
939222000000000000,2270921329
1125560000000000000,1081550000000000000
1125560000000000000,295218901
197177013,900783000000000000
1469660000000000000,1341350000000000000
1491820000000000000,970995000000000000
1425000000000000000,1478121462
1425000000000000000,305751928
1425000000000000000,1435220000000000000
1425000000000000000,1255470000000000000
1425000000000000000,1285670000000000000
1425000000000000000,275896474
1425000000000000000,1368360000000000000
1425000000000000000,1107740000000000000
1425000000000000000,1384600000000000000
1425000000000000000,27843263
1425000000000000000,15110581
1425000000000000000,1292200000000000000
1425000000000000000,1301220000000000000
1425000000000000000,2251105062
1425000000000000000,999368000000000000
1425000000000000000,1465810000000000000
1425000000000000000,1369970000000000000
1425000000000000000,959915000000000000
1425000000000000000,1178300000000000000
1324030000000000000,361289499
1324030000000000000,14883246
1324030000000000000,244647486
793423000000000000,143799946
251719194,25029495
947609000000000000,404422077
947609000000000000,59325665
1250130000000000000,1347130000000000000
1452390000000000000,970995000000000000
38415083,33648159
38415083,8073452
1072950000000000000,1435450000000000000
1072950000000000000,2472586358
1072950000000000000,1508850000000000000
1072950000000000000,1113150000000000000
1072950000000000000,1029000000000000000
1072950000000000000,1488760000000000000
1470460000000000000,1341030000000000000
1470460000000000000,1132750000000000000
1470460000000000000,862700000000000000
1470460000000000000,1027290000000000000
1515340000000000000,1283510000000000000
1527590000000000000,2609431559
1143330000000000000,352619090
1143330000000000000,1354780000000000000
1143330000000000000,1333280000000000000
1143330000000000000,1372250000000000000
1143330000000000000,1408810000000000000
1143330000000000000,2538522950
1143330000000000000,1392390000000000000
1143330000000000000,1472580000000000000
1143330000000000000,1169626188
1143330000000000000,1407050000000000000
977555000000000000,821045162
1315080000000000000,3313864528
1351909356,234638601
1232420000000000000,1341350000000000000
1146920000000000000,2961242109
833355000000000000,1521720000000000000
833355000000000000,30325257
1341350000000000000,1469660000000000000
772527000000000000,1121505146
98964069,938523000000000000
1421050000000000000,234638601
1437880000000000000,357312062
1525530000000000000,1131890000000000000
1525530000000000000,18469669
804631000000000000,970995000000000000
1518690000000000000,1346240000000000000
93214533,1378320000000000000
93214533,10162322
1384820000000000000,234638601
570905646,20736511
979104000000000000,1502670000000000000
1101450000000000000,44060322
80335659,21668515
234198404,233698733
1440340000000000000,1438100000000000000
1440340000000000000,782946000000000000
1145690000000000000,1265400000000000000
1368730000000000000,1282670000000000000
1368730000000000000,171747252
1217440000000000000,219661294
1391230000000000000,15926727
941437000000000000,234638601
1472690000000000000,34461802
3353217581,10329492
